species	family
Antrophyum_reticulatum	Pteridaceae
Antrophyum_formosanum	Pteridaceae
Antrophyum_henryi	Pteridaceae
Antrophyum_castaneum	Pteridaceae
Antrophyum_obovatum	Pteridaceae
Antrophyum_giganteum	Pteridaceae
Scoliosorus_boryanus	Pteridaceae
Vittaria_isoetifolia	Pteridaceae
Vittaria_lineata	Pteridaceae
Vittaria_dimorpha	Pteridaceae
Vittaria_graminifolia	Pteridaceae
Vittaria_appalachiana	Pteridaceae
Ananthacorus_angustifolius	Pteridaceae
Scoliosorus_ensiforme	Pteridaceae
Polytaenium_lanceolatum	Pteridaceae
Polytaenium_cajenense	Pteridaceae
Polytaenium_lineatum	Pteridaceae
Anetium_citrifolium	Pteridaceae
Hecistopteris_pumila	Pteridaceae
Radiovittaria_stipitata	Pteridaceae
Radiovittaria_gardneriana	Pteridaceae
Radiovittaria_remota	Pteridaceae
Radiovittaria_minima	Pteridaceae
Haplopteris_taeniophylla	Pteridaceae
Haplopteris_linearifolia	Pteridaceae
Haplopteris_fudzinoi	Pteridaceae
Haplopteris_doniana	Pteridaceae
Haplopteris_mediosora	Pteridaceae
Monogramma_dareicarpa	Pteridaceae
Haplopteris_ensiformis	Pteridaceae
Haplopteris_hainanensis	Pteridaceae
Haplopteris_sikkimensis	Pteridaceae
Haplopteris_angustifolia	Pteridaceae
Haplopteris_elongata	Pteridaceae
Haplopteris_zosterifolia	Pteridaceae
Vittaria_ogasawarensis	Pteridaceae
Haplopteris_anguste_elongata	Pteridaceae
Haplopteris_forrestiana	Pteridaceae
Haplopteris_flexuosa	Pteridaceae
Haplopteris_amboinensis	Pteridaceae
Haplopteris_heterophylla	Pteridaceae
Haplopteris_scolopendrina	Pteridaceae
Monogramma_graminea	Pteridaceae
Haplopteris_volkensii	Pteridaceae
Monogramma_trichoidea	Pteridaceae
Monogramma_acrocarpa	Pteridaceae
Vaginularia_angustissima	Pteridaceae
Rheopteris_cheesmaniae	Pteridaceae
Vaginularia_paradoxa	Pteridaceae
Vaginularia_trichoidea	Pteridaceae
Bommeria_hispida	Pteridaceae
Bommeria_ehrenbergiana	Pteridaceae
Hemionitis_elegans	Pteridaceae
Notholaena_standleyi	Pteridaceae
Cheilanthes_brachypus	Pteridaceae
