ntips	method	time	treestatsfunction
359	R equivalent	0.00172209739685059	vpd
359	treestats	9.06944274902344e-4	vpd
359	R equivalent	0.0017399787902832	vpd
359	treestats	8.38041305541992e-4	vpd
359	R equivalent	0.00158309936523438	vpd
359	treestats	7.20024108886719e-4	vpd
359	R equivalent	0.00189208984375	vpd
359	treestats	7.35044479370117e-4	vpd
359	R equivalent	0.00179100036621094	vpd
359	treestats	7.61032104492188e-4	vpd
359	R equivalent	0.00166797637939453	vpd
359	treestats	7.20977783203125e-4	vpd
359	R equivalent	0.0202920436859131	vpd
359	treestats	7.82966613769531e-4	vpd
359	R equivalent	0.00120282173156738	vpd
359	treestats	7.82012939453125e-4	vpd
359	R equivalent	0.00146389007568359	vpd
359	treestats	7.20977783203125e-4	vpd
359	R equivalent	1.74434494972229	mntd
359	treestats	2.20060348510742e-4	mntd
359	R equivalent	1.16343903541565	mntd
359	treestats	1.65939331054688e-4	mntd
359	R equivalent	1.13206100463867	mntd
359	treestats	1.7094612121582e-4	mntd
359	R equivalent	1.36590194702148	mntd
359	treestats	1.60932540893555e-4	mntd
359	R equivalent	1.48055696487427	mntd
359	treestats	1.67131423950195e-4	mntd
359	R equivalent	1.58228993415833	mntd
359	treestats	1.62839889526367e-4	mntd
359	R equivalent	1.46839904785156	mntd
359	treestats	1.53779983520508e-4	mntd
359	R equivalent	1.12424111366272	mntd
359	treestats	1.64985656738281e-4	mntd
359	R equivalent	1.50365805625916	mntd
359	treestats	1.69038772583008e-4	mntd
359	R equivalent	1.45828294754028	mntd
359	treestats	1.5711784362793e-4	mntd
359	R equivalent	0.0098869800567627	rquartet
359	treestats	4.10079956054688e-5	rquartet
359	R equivalent	0.00988602638244629	rquartet
359	treestats	4.60147857666016e-5	rquartet
359	R equivalent	0.0098869800567627	rquartet
359	treestats	2.88486480712891e-5	rquartet
359	R equivalent	0.00994086265563965	rquartet
359	treestats	2.90870666503906e-5	rquartet
359	R equivalent	0.00976300239562988	rquartet
359	treestats	3.00407409667969e-5	rquartet
359	R equivalent	0.00986886024475098	rquartet
359	treestats	2.69412994384766e-5	rquartet
359	R equivalent	0.00980186462402344	rquartet
359	treestats	3.31401824951172e-5	rquartet
359	R equivalent	0.0100710391998291	rquartet
359	treestats	3.60012054443359e-5	rquartet
359	R equivalent	0.0101549625396729	rquartet
359	treestats	3.91006469726562e-5	rquartet
359	R equivalent	0.0293569564819336	rquartet
359	treestats	3.48091125488281e-5	rquartet
359	R equivalent	0.00159311294555664	wiener
359	treestats	7.35044479370117e-4	wiener
359	R equivalent	0.00148200988769531	wiener
359	treestats	7.20977783203125e-4	wiener
359	R equivalent	0.00168299674987793	wiener
359	treestats	7.35044479370117e-4	wiener
359	R equivalent	0.00154209136962891	wiener
359	treestats	7.30991363525391e-4	wiener
359	R equivalent	0.00148510932922363	wiener
359	treestats	7.06911087036133e-4	wiener
359	R equivalent	0.00146198272705078	wiener
359	treestats	7.30037689208984e-4	wiener
359	R equivalent	0.0015101432800293	wiener
359	treestats	7.16924667358398e-4	wiener
359	R equivalent	0.00144314765930176	wiener
359	treestats	7.00950622558594e-4	wiener
359	R equivalent	0.00146484375	wiener
359	treestats	7.11917877197266e-4	wiener
359	R equivalent	0.00157403945922852	wiener
359	treestats	7.41004943847656e-4	wiener
359	R equivalent	0.00155210494995117	max_betweenness
359	treestats	7.20977783203125e-4	max_betweenness
359	R equivalent	0.00147891044616699	max_betweenness
359	treestats	7.25984573364258e-4	max_betweenness
359	R equivalent	0.0015418529510498	max_betweenness
359	treestats	7.51018524169922e-4	max_betweenness
359	R equivalent	0.00154519081115723	max_betweenness
359	treestats	7.16924667358398e-4	max_betweenness
359	R equivalent	0.00146794319152832	max_betweenness
359	treestats	7.04050064086914e-4	max_betweenness
359	R equivalent	0.00145101547241211	max_betweenness
359	treestats	7.09056854248047e-4	max_betweenness
359	R equivalent	0.00168108940124512	max_betweenness
359	treestats	8.16822052001953e-4	max_betweenness
359	R equivalent	0.00174880027770996	max_betweenness
359	treestats	7.9798698425293e-4	max_betweenness
359	R equivalent	0.0016639232635498	max_betweenness
359	treestats	8.49008560180664e-4	max_betweenness
359	R equivalent	0.00167489051818848	max_betweenness
359	treestats	7.78913497924805e-4	max_betweenness
359	R equivalent	0.00305390357971191	max_closeness
359	treestats	8.22067260742188e-4	max_closeness
359	R equivalent	0.0029900074005127	max_closeness
359	treestats	8.00132751464844e-4	max_closeness
359	R equivalent	0.00301218032836914	max_closeness
359	treestats	7.57932662963867e-4	max_closeness
359	R equivalent	0.00278115272521973	max_closeness
359	treestats	8.09907913208008e-4	max_closeness
359	R equivalent	0.00310301780700684	max_closeness
359	treestats	7.65085220336914e-4	max_closeness
359	R equivalent	0.00278091430664062	max_closeness
359	treestats	7.51972198486328e-4	max_closeness
359	R equivalent	0.00273394584655762	max_closeness
359	treestats	7.12871551513672e-4	max_closeness
359	R equivalent	0.00271391868591309	max_closeness
359	treestats	7.15017318725586e-4	max_closeness
359	R equivalent	0.00282716751098633	max_closeness
359	treestats	7.22169876098633e-4	max_closeness
359	R equivalent	0.00293397903442383	max_closeness
359	treestats	7.35044479370117e-4	max_closeness
359	R equivalent	0.00154304504394531	diameter
359	treestats	7.23123550415039e-4	diameter
359	R equivalent	0.00151419639587402	diameter
359	treestats	7.05957412719727e-4	diameter
359	R equivalent	0.00151491165161133	diameter
359	treestats	7.08103179931641e-4	diameter
359	R equivalent	0.00149893760681152	diameter
359	treestats	7.1406364440918e-4	diameter
359	R equivalent	0.00150418281555176	diameter
359	treestats	7.08103179931641e-4	diameter
359	R equivalent	0.00153684616088867	diameter
359	treestats	7.28130340576172e-4	diameter
359	R equivalent	0.00151205062866211	diameter
359	treestats	7.13109970092773e-4	diameter
359	R equivalent	0.00152683258056641	diameter
359	treestats	7.81774520874023e-4	diameter
359	R equivalent	0.00154018402099609	diameter
359	treestats	7.23123550415039e-4	diameter
359	R equivalent	0.00151395797729492	diameter
359	treestats	7.15970993041992e-4	diameter
359	R equivalent	0.00358700752258301	eigen_centrality
359	treestats	0.00143194198608398	eigen_centrality
359	R equivalent	0.00308799743652344	eigen_centrality
359	treestats	0.00144195556640625	eigen_centrality
359	R equivalent	0.00294709205627441	eigen_centrality
359	treestats	0.00136685371398926	eigen_centrality
359	R equivalent	0.00280094146728516	eigen_centrality
359	treestats	0.00145196914672852	eigen_centrality
359	R equivalent	0.00295615196228027	eigen_centrality
359	treestats	0.00143289566040039	eigen_centrality
359	R equivalent	0.0028998851776123	eigen_centrality
359	treestats	0.0013420581817627	eigen_centrality
359	R equivalent	0.0028078556060791	eigen_centrality
359	treestats	0.00131702423095703	eigen_centrality
359	R equivalent	0.00293707847595215	eigen_centrality
359	treestats	0.0012669563293457	eigen_centrality
359	R equivalent	0.00278902053833008	eigen_centrality
359	treestats	0.00148391723632812	eigen_centrality
359	R equivalent	0.0028841495513916	eigen_centrality
359	treestats	0.00141406059265137	eigen_centrality
359	R equivalent	1.21593475341797e-5	mean_branch_length
359	treestats	1.28746032714844e-5	mean_branch_length
359	R equivalent	6.91413879394531e-6	mean_branch_length
359	treestats	5.00679016113281e-6	mean_branch_length
359	R equivalent	5.96046447753906e-6	mean_branch_length
359	treestats	4.05311584472656e-6	mean_branch_length
359	R equivalent	5.00679016113281e-6	mean_branch_length
359	treestats	3.814697265625e-6	mean_branch_length
359	R equivalent	5.00679016113281e-6	mean_branch_length
359	treestats	3.09944152832031e-6	mean_branch_length
359	R equivalent	5.00679016113281e-6	mean_branch_length
359	treestats	4.05311584472656e-6	mean_branch_length
359	R equivalent	5.00679016113281e-6	mean_branch_length
359	treestats	5.00679016113281e-6	mean_branch_length
359	R equivalent	3.814697265625e-6	mean_branch_length
359	treestats	4.05311584472656e-6	mean_branch_length
359	R equivalent	5.96046447753906e-6	mean_branch_length
359	treestats	2.86102294921875e-6	mean_branch_length
359	R equivalent	5.00679016113281e-6	mean_branch_length
359	treestats	3.09944152832031e-6	mean_branch_length
359	R equivalent	0.00280117988586426	avg_vert_depth
359	treestats	3.09944152832031e-5	avg_vert_depth
359	R equivalent	0.0027320384979248	avg_vert_depth
359	treestats	2.40802764892578e-5	avg_vert_depth
359	R equivalent	0.00268197059631348	avg_vert_depth
359	treestats	2.00271606445312e-5	avg_vert_depth
359	R equivalent	0.00284290313720703	avg_vert_depth
359	treestats	2.21729278564453e-5	avg_vert_depth
359	R equivalent	0.00275182723999023	avg_vert_depth
359	treestats	2.09808349609375e-5	avg_vert_depth
359	R equivalent	0.00270795822143555	avg_vert_depth
359	treestats	2.00271606445312e-5	avg_vert_depth
359	R equivalent	0.00282096862792969	avg_vert_depth
359	treestats	2.09808349609375e-5	avg_vert_depth
359	R equivalent	0.00281000137329102	avg_vert_depth
359	treestats	1.9073486328125e-5	avg_vert_depth
359	R equivalent	0.00279903411865234	avg_vert_depth
359	treestats	2.09808349609375e-5	avg_vert_depth
359	R equivalent	0.00279402732849121	avg_vert_depth
359	treestats	1.9073486328125e-5	avg_vert_depth
359	R equivalent	0.00278496742248535	tot_path_length
359	treestats	0.00151515007019043	tot_path_length
359	R equivalent	0.00311708450317383	tot_path_length
359	treestats	0.00160980224609375	tot_path_length
359	R equivalent	0.00312113761901855	tot_path_length
359	treestats	0.00161099433898926	tot_path_length
359	R equivalent	0.00310993194580078	tot_path_length
359	treestats	0.0015869140625	tot_path_length
359	R equivalent	0.00311398506164551	tot_path_length
359	treestats	0.0016169548034668	tot_path_length
359	R equivalent	0.0031120777130127	tot_path_length
359	treestats	0.00158596038818359	tot_path_length
359	R equivalent	0.00322699546813965	tot_path_length
359	treestats	0.00163102149963379	tot_path_length
359	R equivalent	0.00321102142333984	tot_path_length
359	treestats	0.00159215927124023	tot_path_length
359	R equivalent	0.00312495231628418	tot_path_length
359	treestats	0.00159215927124023	tot_path_length
359	R equivalent	0.00328612327575684	tot_path_length
359	treestats	0.00162601470947266	tot_path_length
359	R equivalent	0.00323486328125	tot_internal_path
359	treestats	3.19480895996094e-5	tot_internal_path
359	R equivalent	0.00319409370422363	tot_internal_path
359	treestats	2.19345092773438e-5	tot_internal_path
359	R equivalent	0.00320196151733398	tot_internal_path
359	treestats	2.19345092773438e-5	tot_internal_path
359	R equivalent	0.00322079658508301	tot_internal_path
359	treestats	2.50339508056641e-5	tot_internal_path
359	R equivalent	0.00325894355773926	tot_internal_path
359	treestats	2.19345092773438e-5	tot_internal_path
359	R equivalent	0.00327396392822266	tot_internal_path
359	treestats	2.40802764892578e-5	tot_internal_path
359	R equivalent	0.00318408012390137	tot_internal_path
359	treestats	2.19345092773438e-5	tot_internal_path
359	R equivalent	0.0226860046386719	tot_internal_path
359	treestats	3.69548797607422e-5	tot_internal_path
359	R equivalent	0.0026860237121582	tot_internal_path
359	treestats	2.00271606445312e-5	tot_internal_path
359	R equivalent	0.00263094902038574	tot_internal_path
359	treestats	1.88350677490234e-5	tot_internal_path
359	R equivalent	0.00505590438842773	mw_over_md
359	treestats	3.79085540771484e-5	mw_over_md
359	R equivalent	0.00514721870422363	mw_over_md
359	treestats	3.19480895996094e-5	mw_over_md
359	R equivalent	0.00511598587036133	mw_over_md
359	treestats	3.09944152832031e-5	mw_over_md
359	R equivalent	0.00505900382995605	mw_over_md
359	treestats	3.38554382324219e-5	mw_over_md
359	R equivalent	0.00504899024963379	mw_over_md
359	treestats	3.29017639160156e-5	mw_over_md
359	R equivalent	0.00507616996765137	mw_over_md
359	treestats	3.00407409667969e-5	mw_over_md
359	R equivalent	0.00516915321350098	mw_over_md
359	treestats	3.00407409667969e-5	mw_over_md
359	R equivalent	0.00521397590637207	mw_over_md
359	treestats	2.88486480712891e-5	mw_over_md
359	R equivalent	0.00523090362548828	mw_over_md
359	treestats	3.29017639160156e-5	mw_over_md
359	R equivalent	0.00507998466491699	mw_over_md
359	treestats	2.90870666503906e-5	mw_over_md
359	R equivalent	0.00570893287658691	colless_quad
359	treestats	7.46011734008789e-4	colless_quad
359	R equivalent	0.00570893287658691	colless_quad
359	treestats	7.24077224731445e-4	colless_quad
359	R equivalent	0.00560998916625977	colless_quad
359	treestats	7.44819641113281e-4	colless_quad
359	R equivalent	0.0060429573059082	colless_quad
359	treestats	7.37190246582031e-4	colless_quad
359	R equivalent	0.00632715225219727	colless_quad
359	treestats	7.35998153686523e-4	colless_quad
359	R equivalent	0.00629401206970215	colless_quad
359	treestats	7.35998153686523e-4	colless_quad
359	R equivalent	0.00628900527954102	colless_quad
359	treestats	7.21931457519531e-4	colless_quad
359	R equivalent	0.0266599655151367	colless_quad
359	treestats	7.71999359130859e-4	colless_quad
359	R equivalent	0.00571084022521973	colless_quad
359	treestats	7.35044479370117e-4	colless_quad
359	R equivalent	0.00560688972473145	colless_quad
359	treestats	7.23838806152344e-4	colless_quad
359	R equivalent	0.00572896003723145	colless_corr
359	treestats	7.23123550415039e-4	colless_corr
359	R equivalent	0.0057520866394043	colless_corr
359	treestats	7.32183456420898e-4	colless_corr
359	R equivalent	0.00569295883178711	colless_corr
359	treestats	7.16924667358398e-4	colless_corr
359	R equivalent	0.0056910514831543	colless_corr
359	treestats	7.56978988647461e-4	colless_corr
359	R equivalent	0.00577592849731445	colless_corr
359	treestats	7.32183456420898e-4	colless_corr
359	R equivalent	0.00568509101867676	colless_corr
359	treestats	7.27176666259766e-4	colless_corr
359	R equivalent	0.00575494766235352	colless_corr
359	treestats	7.15017318725586e-4	colless_corr
359	R equivalent	0.00560593605041504	colless_corr
359	treestats	7.45058059692383e-4	colless_corr
359	R equivalent	0.00562286376953125	colless_corr
359	treestats	7.20024108886719e-4	colless_corr
359	R equivalent	0.00555801391601562	colless_corr
359	treestats	7.22885131835938e-4	colless_corr
359	R equivalent	0.571240901947021	minmax_adj
359	treestats	0.12575101852417	minmax_adj
359	R equivalent	0.57123589515686	minmax_adj
359	treestats	0.108515977859497	minmax_adj
359	R equivalent	0.561393976211548	minmax_adj
359	treestats	0.107356071472168	minmax_adj
359	R equivalent	0.397130966186523	minmax_adj
359	treestats	0.107068061828613	minmax_adj
359	R equivalent	0.411504030227661	minmax_adj
359	treestats	0.108129978179932	minmax_adj
359	R equivalent	0.581757068634033	minmax_adj
359	treestats	0.110735177993774	minmax_adj
359	R equivalent	0.410650014877319	minmax_adj
359	treestats	0.111128091812134	minmax_adj
359	R equivalent	0.425839900970459	minmax_adj
359	treestats	0.110453128814697	minmax_adj
359	R equivalent	0.577831983566284	minmax_adj
359	treestats	0.108436822891235	minmax_adj
359	R equivalent	0.568354845046997	minmax_adj
359	treestats	0.108972072601318	minmax_adj
359	R equivalent	0.420009136199951	minmax_laplace
359	treestats	0.111343145370483	minmax_laplace
359	R equivalent	0.444340944290161	minmax_laplace
359	treestats	0.119488000869751	minmax_laplace
359	R equivalent	0.417050123214722	minmax_laplace
359	treestats	0.108360052108765	minmax_laplace
359	R equivalent	0.39279294013977	minmax_laplace
359	treestats	0.11198902130127	minmax_laplace
359	R equivalent	0.396156072616577	minmax_laplace
359	treestats	0.126014947891235	minmax_laplace
359	R equivalent	0.402483940124512	minmax_laplace
359	treestats	0.108431816101074	minmax_laplace
359	R equivalent	0.392848014831543	minmax_laplace
359	treestats	0.12236499786377	minmax_laplace
359	R equivalent	0.407799959182739	minmax_laplace
359	treestats	0.107972145080566	minmax_laplace
359	R equivalent	0.395021200180054	minmax_laplace
359	treestats	0.129261016845703	minmax_laplace
359	R equivalent	0.431802034378052	minmax_laplace
359	treestats	0.116543054580688	minmax_laplace
599	R equivalent	8.58306884765625e-5	gamma
599	treestats	1.87158584594727e-4	gamma
599	R equivalent	4.91142272949219e-5	gamma
599	treestats	1.37805938720703e-4	gamma
599	R equivalent	4.50611114501953e-5	gamma
599	treestats	1.28984451293945e-4	gamma
599	R equivalent	4.50611114501953e-5	gamma
599	treestats	1.21116638183594e-4	gamma
599	R equivalent	4.29153442382812e-5	gamma
599	treestats	1.18017196655273e-4	gamma
599	R equivalent	4.31537628173828e-5	gamma
599	treestats	1.17063522338867e-4	gamma
599	R equivalent	4.29153442382812e-5	gamma
599	treestats	1.14917755126953e-4	gamma
599	R equivalent	4.1961669921875e-5	gamma
599	treestats	1.14202499389648e-4	gamma
599	R equivalent	4.31537628173828e-5	gamma
599	treestats	1.13964080810547e-4	gamma
599	R equivalent	4.1961669921875e-5	gamma
599	treestats	1.13010406494141e-4	gamma
599	R equivalent	0.00420999526977539	sackin
599	treestats	0.00119709968566895	sackin
599	R equivalent	0.00399494171142578	sackin
599	treestats	0.0013890266418457	sackin
599	R equivalent	0.00410699844360352	sackin
599	treestats	0.00121402740478516	sackin
599	R equivalent	0.00402593612670898	sackin
599	treestats	0.00136899948120117	sackin
599	R equivalent	0.00402688980102539	sackin
599	treestats	0.00133013725280762	sackin
599	R equivalent	0.00420999526977539	sackin
599	treestats	0.00124692916870117	sackin
599	R equivalent	0.00426411628723145	sackin
599	treestats	0.00122904777526855	sackin
599	R equivalent	0.00416302680969238	sackin
599	treestats	0.00118184089660645	sackin
599	R equivalent	0.00394487380981445	sackin
599	treestats	0.00117993354797363	sackin
599	R equivalent	0.00478100776672363	sackin
599	treestats	0.00358200073242188	sackin
599	R equivalent	7.10487365722656e-5	colless
599	treestats	0.00127601623535156	colless
599	R equivalent	6.79492950439453e-5	colless
599	treestats	0.00177192687988281	colless
599	R equivalent	5.81741333007812e-5	colless
599	treestats	0.00141596794128418	colless
599	R equivalent	1.33991241455078e-4	colless
599	treestats	0.00128293037414551	colless
599	R equivalent	5.00679016113281e-5	colless
599	treestats	0.00126910209655762	colless
599	R equivalent	5.10215759277344e-5	colless
599	treestats	0.00119495391845703	colless
599	R equivalent	4.22000885009766e-5	colless
599	treestats	0.00116586685180664	colless
599	R equivalent	4.00543212890625e-5	colless
599	treestats	0.0012199878692627	colless
599	R equivalent	4.22000885009766e-5	colless
599	treestats	0.00122284889221191	colless
599	R equivalent	4.29153442382812e-5	colless
599	treestats	0.00119614601135254	colless
599	R equivalent	0.174475193023682	beta
599	treestats	0.00247597694396973	beta
599	R equivalent	0.187129020690918	beta
599	treestats	0.00261592864990234	beta
599	R equivalent	0.195824146270752	beta
599	treestats	0.00229692459106445	beta
599	R equivalent	0.203020095825195	beta
599	treestats	0.00193595886230469	beta
599	R equivalent	0.182341814041138	beta
599	treestats	0.00230216979980469	beta
599	R equivalent	0.163614988327026	beta
599	treestats	0.00228595733642578	beta
599	R equivalent	0.177106142044067	beta
599	treestats	0.00241994857788086	beta
599	R equivalent	0.179744005203247	beta
599	treestats	0.00242805480957031	beta
599	R equivalent	0.188398122787476	beta
599	treestats	0.00244498252868652	beta
599	R equivalent	0.18868088722229	beta
599	treestats	0.00236678123474121	beta
599	R equivalent	0.0080258846282959	blum
599	treestats	0.00132107734680176	blum
599	R equivalent	0.00829792022705078	blum
599	treestats	0.00127387046813965	blum
599	R equivalent	0.00760602951049805	blum
599	treestats	0.00123190879821777	blum
599	R equivalent	0.00761699676513672	blum
599	treestats	0.0012969970703125	blum
599	R equivalent	0.00814008712768555	blum
599	treestats	0.00126290321350098	blum
599	R equivalent	0.00789999961853027	blum
599	treestats	0.00123000144958496	blum
599	R equivalent	0.00752687454223633	blum
599	treestats	0.00124311447143555	blum
599	R equivalent	0.0298848152160645	blum
599	treestats	0.00140810012817383	blum
599	R equivalent	0.00744318962097168	blum
599	treestats	0.00120687484741211	blum
599	R equivalent	0.00807499885559082	blum
599	treestats	0.00133705139160156	blum
599	R equivalent	0.00226402282714844	crown_age
599	treestats	6.89029693603516e-5	crown_age
599	R equivalent	0.00227499008178711	crown_age
599	treestats	5.60283660888672e-5	crown_age
599	R equivalent	0.00232911109924316	crown_age
599	treestats	5.29289245605469e-5	crown_age
599	R equivalent	0.0022270679473877	crown_age
599	treestats	6.103515625e-5	crown_age
599	R equivalent	0.00261783599853516	crown_age
599	treestats	7.29560852050781e-5	crown_age
599	R equivalent	0.00247907638549805	crown_age
599	treestats	7.29560852050781e-5	crown_age
599	R equivalent	0.00439906120300293	crown_age
599	treestats	5.69820404052734e-5	crown_age
599	R equivalent	0.40526008605957	crown_age
599	treestats	7.10487365722656e-5	crown_age
599	R equivalent	0.00330996513366699	crown_age
599	treestats	7.82012939453125e-5	crown_age
599	R equivalent	0.00239706039428711	crown_age
599	treestats	6.89029693603516e-5	crown_age
599	R equivalent	1.06096267700195e-4	tree_height
599	treestats	5.48362731933594e-5	tree_height
599	R equivalent	7.60555267333984e-5	tree_height
599	treestats	4.69684600830078e-5	tree_height
599	R equivalent	7.41481781005859e-5	tree_height
599	treestats	4.72068786621094e-5	tree_height
599	R equivalent	7.10487365722656e-5	tree_height
599	treestats	4.79221343994141e-5	tree_height
599	R equivalent	7.00950622558594e-5	tree_height
599	treestats	4.60147857666016e-5	tree_height
599	R equivalent	7.00950622558594e-5	tree_height
599	treestats	4.60147857666016e-5	tree_height
599	R equivalent	7.29560852050781e-5	tree_height
599	treestats	4.69684600830078e-5	tree_height
599	R equivalent	7.51018524169922e-5	tree_height
599	treestats	4.72068786621094e-5	tree_height
599	R equivalent	6.79492950439453e-5	tree_height
599	treestats	4.72068786621094e-5	tree_height
599	R equivalent	8.70227813720703e-5	tree_height
599	treestats	5.60283660888672e-5	tree_height
599	R equivalent	0.00518202781677246	nLTT
599	treestats	1.75952911376953e-4	nLTT
599	R equivalent	0.00491118431091309	nLTT
599	treestats	1.55925750732422e-4	nLTT
599	R equivalent	0.0055389404296875	nLTT
599	treestats	2.21967697143555e-4	nLTT
599	R equivalent	0.00566196441650391	nLTT
599	treestats	2.11000442504883e-4	nLTT
599	R equivalent	0.0100040435791016	nLTT
599	treestats	2.15053558349609e-4	nLTT
599	R equivalent	0.00582098960876465	nLTT
599	treestats	2.03847885131836e-4	nLTT
599	R equivalent	0.00534582138061523	nLTT
599	treestats	2.00033187866211e-4	nLTT
599	R equivalent	0.00548195838928223	nLTT
599	treestats	1.91926956176758e-4	nLTT
599	R equivalent	0.00512003898620605	nLTT
599	treestats	1.39951705932617e-4	nLTT
599	R equivalent	0.00495505332946777	nLTT
599	treestats	1.32083892822266e-4	nLTT
599	R equivalent	0.0071260929107666	ladder
599	treestats	0.00126504898071289	ladder
599	R equivalent	0.00728988647460938	ladder
599	treestats	0.00121498107910156	ladder
599	R equivalent	0.0071711540222168	ladder
599	treestats	0.00122213363647461	ladder
599	R equivalent	0.00720095634460449	ladder
599	treestats	0.00119900703430176	ladder
599	R equivalent	0.00689506530761719	ladder
599	treestats	0.00121402740478516	ladder
599	R equivalent	0.0112049579620361	ladder
599	treestats	0.00131511688232422	ladder
599	R equivalent	0.00657200813293457	ladder
599	treestats	0.00133299827575684	ladder
599	R equivalent	0.00733113288879395	ladder
599	treestats	0.0012359619140625	ladder
599	R equivalent	0.0272481441497803	ladder
599	treestats	0.0012509822845459	ladder
599	R equivalent	0.00714397430419922	ladder
599	treestats	0.00126004219055176	ladder
599	R equivalent	0.00714802742004395	max_ladder
599	treestats	0.00127601623535156	max_ladder
599	R equivalent	0.0130560398101807	max_ladder
599	treestats	0.00122499465942383	max_ladder
599	R equivalent	0.0120069980621338	max_ladder
599	treestats	0.00123500823974609	max_ladder
599	R equivalent	0.00698494911193848	max_ladder
599	treestats	0.00120115280151367	max_ladder
599	R equivalent	0.00690388679504395	max_ladder
599	treestats	0.00119304656982422	max_ladder
599	R equivalent	0.00700807571411133	max_ladder
599	treestats	0.00120186805725098	max_ladder
599	R equivalent	0.00683784484863281	max_ladder
599	treestats	0.00120902061462402	max_ladder
599	R equivalent	0.00682497024536133	max_ladder
599	treestats	0.00119996070861816	max_ladder
599	R equivalent	0.00717687606811523	max_ladder
599	treestats	0.00119113922119141	max_ladder
599	R equivalent	0.00715303421020508	max_ladder
599	treestats	0.00118303298950195	max_ladder
599	R equivalent	0.00726485252380371	cherries
599	treestats	0.00119519233703613	cherries
599	R equivalent	0.00716686248779297	cherries
599	treestats	0.00118899345397949	cherries
599	R equivalent	0.00723505020141602	cherries
599	treestats	0.00120210647583008	cherries
599	R equivalent	0.00720691680908203	cherries
599	treestats	0.00118899345397949	cherries
599	R equivalent	0.00733017921447754	cherries
599	treestats	0.00120687484741211	cherries
599	R equivalent	0.00718307495117188	cherries
599	treestats	0.00120687484741211	cherries
599	R equivalent	0.00739622116088867	cherries
599	treestats	0.00119113922119141	cherries
599	R equivalent	0.00713396072387695	cherries
599	treestats	0.00117778778076172	cherries
599	R equivalent	0.00728511810302734	cherries
599	treestats	0.00126099586486816	cherries
599	R equivalent	0.00731801986694336	cherries
599	treestats	0.0013129711151123	cherries
599	R equivalent	0.00463604927062988	ILnumber
599	treestats	3.79085540771484e-5	ILnumber
599	R equivalent	0.00465202331542969	ILnumber
599	treestats	3.00407409667969e-5	ILnumber
599	R equivalent	0.00493407249450684	ILnumber
599	treestats	3.09944152832031e-5	ILnumber
599	R equivalent	0.00495195388793945	ILnumber
599	treestats	3.50475311279297e-5	ILnumber
599	R equivalent	0.00490117073059082	ILnumber
599	treestats	2.50339508056641e-5	ILnumber
599	R equivalent	0.00533604621887207	ILnumber
599	treestats	2.47955322265625e-5	ILnumber
599	R equivalent	0.00511789321899414	ILnumber
599	treestats	2.21729278564453e-5	ILnumber
599	R equivalent	0.00525593757629395	ILnumber
599	treestats	4.50611114501953e-5	ILnumber
599	R equivalent	0.026839017868042	ILnumber
599	treestats	4.50611114501953e-5	ILnumber
599	R equivalent	0.00455498695373535	ILnumber
599	treestats	2.40802764892578e-5	ILnumber
599	R equivalent	0.00709199905395508	pitchforks
599	treestats	4.88758087158203e-5	pitchforks
599	R equivalent	0.00711488723754883	pitchforks
599	treestats	4.10079956054688e-5	pitchforks
599	R equivalent	0.00707316398620605	pitchforks
599	treestats	3.29017639160156e-5	pitchforks
599	R equivalent	0.00701808929443359	pitchforks
599	treestats	3.31401824951172e-5	pitchforks
599	R equivalent	0.00710391998291016	pitchforks
599	treestats	3.31401824951172e-5	pitchforks
599	R equivalent	0.00701093673706055	pitchforks
599	treestats	3.31401824951172e-5	pitchforks
599	R equivalent	0.00701594352722168	pitchforks
599	treestats	2.90870666503906e-5	pitchforks
599	R equivalent	0.00695896148681641	pitchforks
599	treestats	3.19480895996094e-5	pitchforks
599	R equivalent	0.00689411163330078	pitchforks
599	treestats	2.69412994384766e-5	pitchforks
599	R equivalent	0.00696301460266113	pitchforks
599	treestats	3.00407409667969e-5	pitchforks
599	R equivalent	0.00406908988952637	stairs1
599	treestats	0.00120401382446289	stairs1
599	R equivalent	0.00401806831359863	stairs1
599	treestats	0.00118017196655273	stairs1
599	R equivalent	0.00408506393432617	stairs1
599	treestats	0.00117683410644531	stairs1
599	R equivalent	0.00405001640319824	stairs1
599	treestats	0.00117397308349609	stairs1
599	R equivalent	0.00400996208190918	stairs1
599	treestats	0.00116419792175293	stairs1
599	R equivalent	0.00401401519775391	stairs1
599	treestats	0.0011749267578125	stairs1
599	R equivalent	0.00408196449279785	stairs1
599	treestats	0.00117206573486328	stairs1
599	R equivalent	0.00399899482727051	stairs1
599	treestats	0.00119614601135254	stairs1
599	R equivalent	0.00414490699768066	stairs1
599	treestats	0.00124907493591309	stairs1
599	R equivalent	0.00443005561828613	stairs1
599	treestats	0.00119805335998535	stairs1
599	R equivalent	1.56812000274658	laplacian_spectrum
599	treestats	0.617495059967041	laplacian_spectrum
599	R equivalent	1.48559093475342	laplacian_spectrum
599	treestats	1.0133330821991	laplacian_spectrum
599	R equivalent	1.40156507492065	laplacian_spectrum
599	treestats	0.611875772476196	laplacian_spectrum
599	R equivalent	1.48648691177368	laplacian_spectrum
599	treestats	0.604796886444092	laplacian_spectrum
599	R equivalent	1.41027402877808	laplacian_spectrum
599	treestats	0.599641799926758	laplacian_spectrum
599	R equivalent	1.14867615699768	laplacian_spectrum
